time;I(D7);P(QU1);
0.003617;-0.00214389;0.00141992;
0.003619;-0.00214389;0.00141992;
0.003621;-0.00214389;0.00141992;
0.003623;-0.00214389;0.00141992;
0.003625;-0.00214389;0.00141992;
0.0036252;-0.00215009;0.001258;
0.0036256;-0.00214603;0.000914416;
0.0036264;-0.00205583;0.000284439;
0.003627;-0.000815632;0.00011656;
0.00362716;-0.00059258;5.91993e-05;
0.00362748;-0.000450106;9.35922e-06;
0.00362812;-0.000364639;2.20716e-07;
0.0036294;-0.000251443;6.00605e-10;
0.0036314;-0.000142049;4.87089e-11;
0.0036334;-8.3078e-05;8.97339e-11;
0.0036354;-5.09161e-05;1.44982e-10;
0.0036374;-3.29808e-05;2.12745e-10;
0.0036394;-2.26269e-05;2.24967e-10;
0.0036414;-1.6379e-05;2.23907e-10;
0.0036434;-1.24212e-05;2.25813e-10;
0.0036454;-9.79166e-06;2.24784e-10;
0.0036474;-7.96677e-06;2.2631e-10;
0.0036494;-6.65069e-06;2.25365e-10;
0.0036514;-5.66954e-06;2.26641e-10;
0.0036534;-4.91702e-06;2.25789e-10;
0.0036554;-4.32568e-06;2.2688e-10;
0.0036574;-3.8512e-06;2.26117e-10;
0.0036594;-3.46362e-06;2.27064e-10;
0.0036614;-3.14205e-06;2.26383e-10;
0.0036634;-2.87162e-06;2.27212e-10;
0.0036654;-2.64148e-06;2.26603e-10;
0.0036674;-2.44355e-06;2.27335e-10;
0.0036694;-2.27175e-06;2.2679e-10;
0.0036714;-2.12138e-06;2.27439e-10;
0.0036734;-1.98879e-06;2.26952e-10;
0.0036754;-1.87109e-06;2.2753e-10;
0.0036774;-1.76597e-06;2.27094e-10;
0.0036794;-1.67157e-06;2.2761e-10;
0.0036814;-1.58637e-06;2.27221e-10;
0.0036834;-1.50913e-06;2.27681e-10;
0.0036854;-1.43879e-06;2.27334e-10;
0.0036874;-1.3745e-06;2.27746e-10;
0.0036894;-1.31553e-06;2.27436e-10;
0.0036914;-1.26125e-06;2.27806e-10;
0.0036934;-1.21114e-06;2.27528e-10;
0.0036954;-1.16474e-06;2.27861e-10;
0.0036974;-1.12167e-06;2.27613e-10;
0.0036994;-1.08158e-06;2.27913e-10;
0.0037014;-1.04418e-06;2.27691e-10;
0.0037034;-1.00922e-06;2.27961e-10;
0.0037054;-9.76462e-07;2.27763e-10;
0.0037074;-9.45714e-07;2.28006e-10;
0.0037094;-9.16797e-07;2.2783e-10;
0.0037114;-8.89556e-07;2.28049e-10;
0.0037134;-8.6385e-07;2.27892e-10;
0.0037154;-8.39556e-07;2.2809e-10;
0.0037174;-8.16562e-07;2.2795e-10;
0.0037194;-7.94768e-07;2.28129e-10;
0.0037214;-7.74083e-07;2.28004e-10;
0.0037234;-7.54427e-07;2.28166e-10;
0.0037254;-7.35724e-07;2.28055e-10;
0.0037274;-7.17909e-07;2.28202e-10;
0.0037294;-7.00921e-07;2.28104e-10;
0.0037314;-6.84703e-07;2.28237e-10;
0.0037334;-6.69206e-07;2.28149e-10;
0.0037354;-6.54382e-07;2.2827e-10;
0.0037374;-6.40189e-07;2.28193e-10;
0.0037394;-6.26589e-07;2.28302e-10;
0.0037414;-6.13545e-07;2.28233e-10;
0.0037434;-6.01025e-07;2.28333e-10;
0.0037454;-5.88997e-07;2.28272e-10;
0.0037474;-5.77434e-07;2.28363e-10;
0.0037494;-5.66309e-07;2.2831e-10;
0.0037514;-5.55598e-07;2.28392e-10;
0.0037534;-5.45279e-07;2.28345e-10;
0.0037554;-5.3533e-07;2.2842e-10;
0.0037574;-5.25733e-07;2.28379e-10;
0.0037594;-5.1647e-07;2.28448e-10;
0.0037614;-5.07522e-07;2.28412e-10;
0.0037634;-4.98875e-07;2.28474e-10;
0.0037654;-4.90514e-07;2.28443e-10;
0.0037674;-4.82425e-07;2.285e-10;
0.0037694;-4.74595e-07;2.28473e-10;
0.0037714;-4.67012e-07;2.28526e-10;
0.0037734;-4.59664e-07;2.28502e-10;
0.0037754;-4.52541e-07;2.2855e-10;
0.0037774;-4.45633e-07;2.2853e-10;
0.0037794;-4.3893e-07;2.28574e-10;
0.0037814;-4.32423e-07;2.28557e-10;
0.0037834;-4.26104e-07;2.28598e-10;
0.0037854;-4.19965e-07;2.28583e-10;
0.0037874;-4.13998e-07;2.28621e-10;
0.0037894;-4.08197e-07;2.28608e-10;
0.0037914;-4.02554e-07;2.28643e-10;
0.0037934;-3.97064e-07;2.28633e-10;
0.0037954;-3.91719e-07;2.28665e-10;
0.0037974;-3.86515e-07;2.28657e-10;
0.0037994;-3.81446e-07;2.28686e-10;
0.0038014;-3.76507e-07;2.2868e-10;
0.0038034;-3.71693e-07;2.28707e-10;
0.0038054;-3.66999e-07;2.28702e-10;
0.0038074;-3.62421e-07;2.28727e-10;
0.0038094;-3.57954e-07;2.28724e-10;
0.0038114;-3.53596e-07;2.28747e-10;
0.0038134;-3.49341e-07;2.28745e-10;
0.0038154;-3.45186e-07;2.28767e-10;
0.0038174;-3.41128e-07;2.28765e-10;
0.0038194;-3.37164e-07;2.28786e-10;
0.0038214;-3.3329e-07;2.28785e-10;
0.0038234;-3.29503e-07;2.28805e-10;
0.0038254;-3.258e-07;2.28805e-10;
0.0038274;-3.22179e-07;2.28823e-10;
0.0038294;-3.18636e-07;2.28824e-10;
0.0038314;-3.1517e-07;2.28841e-10;
0.0038334;-3.11779e-07;2.28843e-10;
0.0038354;-3.08458e-07;2.28858e-10;
0.0038374;-3.05207e-07;2.28861e-10;
0.0038394;-3.02023e-07;2.28876e-10;
0.0038414;-2.98905e-07;2.28879e-10;
0.0038434;-2.9585e-07;2.28893e-10;
0.0038454;-2.92856e-07;2.28896e-10;
0.0038474;-2.89921e-07;2.28909e-10;
0.0038494;-2.87044e-07;2.28913e-10;
0.0038514;-2.84224e-07;2.28926e-10;
0.0038534;-2.81457e-07;2.2893e-10;
0.0038554;-2.78744e-07;2.28942e-10;
0.0038574;-2.76082e-07;2.28946e-10;
0.0038594;-2.7347e-07;2.28958e-10;
0.0038614;-2.70907e-07;2.28962e-10;
0.0038634;-2.68391e-07;2.28973e-10;
0.0038654;-2.65921e-07;2.28978e-10;
0.0038674;-2.63495e-07;2.28988e-10;
0.0038694;-2.61113e-07;2.28993e-10;
0.0038714;-2.58774e-07;2.29003e-10;
0.0038734;-2.56475e-07;2.29008e-10;
0.0038754;-2.54217e-07;2.29018e-10;
0.0038774;-2.51998e-07;2.29023e-10;
0.0038794;-2.49818e-07;2.29032e-10;
0.0038814;-2.47674e-07;2.29037e-10;
0.0038834;-2.45566e-07;2.29047e-10;
0.0038854;-2.43494e-07;2.29052e-10;
0.0038874;-2.41457e-07;2.29061e-10;
0.0038894;-2.39453e-07;2.29066e-10;
0.0038914;-2.37481e-07;2.29074e-10;
0.0038934;-2.35542e-07;2.2908e-10;
0.0038954;-2.33634e-07;2.29088e-10;
0.0038974;-2.31756e-07;2.29093e-10;
0.0038994;-2.29908e-07;2.29101e-10;
0.0039014;-2.28089e-07;2.29107e-10;
0.0039034;-2.26299e-07;2.29114e-10;
0.0039054;-2.24536e-07;2.2912e-10;
0.0039074;-2.228e-07;2.29127e-10;
0.0039094;-2.21091e-07;2.29133e-10;
0.0039114;-2.19408e-07;2.2914e-10;
0.0039134;-2.1775e-07;2.29145e-10;
0.0039154;-2.16116e-07;2.29153e-10;
0.0039174;-2.14507e-07;2.29158e-10;
0.0039194;-2.12921e-07;2.29165e-10;
0.0039214;-2.11359e-07;2.2917e-10;
0.0039234;-2.09819e-07;2.29177e-10;
0.0039254;-2.08302e-07;2.29183e-10;
0.0039274;-2.06806e-07;2.29189e-10;
0.0039294;-2.05331e-07;2.29195e-10;
0.0039314;-2.03877e-07;2.29201e-10;
0.0039334;-2.02443e-07;2.29206e-10;
0.0039354;-2.01029e-07;2.29213e-10;
0.0039374;-1.99635e-07;2.29218e-10;
0.0039394;-1.9826e-07;2.29224e-10;
0.0039414;-1.96903e-07;2.2923e-10;
0.0039434;-1.95565e-07;2.29236e-10;
0.0039454;-1.94245e-07;2.29241e-10;
0.0039474;-1.92943e-07;2.29247e-10;
0.0039494;-1.91657e-07;2.29252e-10;
0.0039514;-1.90389e-07;2.29258e-10;
0.0039534;-1.89137e-07;2.29263e-10;
0.0039554;-1.87902e-07;2.29269e-10;
0.0039574;-1.86682e-07;2.29274e-10;
0.0039594;-1.85478e-07;2.2928e-10;
0.0039614;-1.8429e-07;2.29285e-10;
0.0039634;-1.83116e-07;2.2929e-10;
0.0039654;-1.81957e-07;2.29295e-10;
0.0039674;-1.80813e-07;2.29301e-10;
0.0039694;-1.79683e-07;2.29306e-10;
0.0039714;-1.78567e-07;2.29311e-10;
0.0039734;-1.77465e-07;2.29316e-10;
0.0039754;-1.76376e-07;2.29321e-10;
0.0039774;-1.753e-07;2.29326e-10;
0.0039794;-1.74237e-07;2.29332e-10;
0.0039814;-1.73187e-07;2.29336e-10;
0.0039834;-1.7215e-07;2.29342e-10;
0.0039854;-1.71125e-07;2.29346e-10;
0.0039874;-1.70112e-07;2.29352e-10;
0.0039894;-1.69111e-07;2.29356e-10;
0.0039914;-1.68121e-07;2.29361e-10;
0.0039934;-1.67143e-07;2.29366e-10;
0.0039954;-1.66176e-07;2.29371e-10;
0.0039974;-1.65221e-07;2.29376e-10;
0.0039994;-1.64276e-07;2.29381e-10;
0.004;-1.63994e-07;2.29382e-10;
